time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-17 16:10:05.231 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199880192,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,148,70,58080832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:11:05.232 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199806464,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,155,82,62310976,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:12:05.233 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199921152,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,155,86,42428992,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:13:05.235 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198872576,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,92,21491264,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:14:05.237 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198807040,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,142,76,72907328,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:15:05.239 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198807040,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,144,75,60360768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:16:05.240 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198802944,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,153,87,33134656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:17:05.241 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198540800,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,154,80,78259264,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:18:05.244 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198413824,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,155,86,22723136,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:19:05.248 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198413824,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,153,83,41631296,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:20:05.250 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198413824,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,136,77,78367296,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:21:05.252 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198282752,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,91,58484800,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:22:05.253 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198299136,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,151,77,48035392,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:23:05.255 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198311424,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,77,42831424,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:24:05.256 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198311424,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,78,76424256,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:25:05.257 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198307328,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,131,61,80656960,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:26:05.258 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198303232,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,78,53430848,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:27:05.260 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21200330752,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,102,50,18855472,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:28:05.262 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21200388096,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,109,53,41962048,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:29:05.268 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199273984,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,112,58,65064512,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:30:05.270 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199269888,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,96,47,22106176,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:31:05.272 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199204352,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,121,64,72471616,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:32:05.274 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199204352,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,118,57,25328192,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:33:05.275 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199204352,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,117,60,62068800,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:34:05.278 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198249984,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,77,38,78867520,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:35:05.279 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199257600,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,97,50,68412992,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:36:05.281 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199192064,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,114,60,50627648,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:37:05.285 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198991360,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,120,64,34937408,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:38:05.286 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198811136,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,147,76,91596864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:39:05.288 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198925824,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,149,79,46546496,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:40:05.289 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21198925824,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,100,49,59168832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:41:05.299 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21200027648,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,80,39,73875520,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:42:05.306 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21199323136,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,80,42,29861440,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:43:05.309 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21195640832,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,60,29,88600640,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:44:05.310 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196410880,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,65,32,78133824,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:45:05.317 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196267520,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,73,37,79203392,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:46:05.327 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196259328,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,146,96,36248128,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:47:05.328 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196230656,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,151,102,81373760,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:48:05.331 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196230656,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,159,115,14301760,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:49:05.343 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196156928,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,152,94,65718336,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:50:05.346 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21196349440,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,156,106,57368128,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 16:51:05.349 UTC, ,125,3163269,1648,17416, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,4, , , , , , , , , , , , , , , , ,7609,3, ,7009, , , , ,7654,21195300864,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7654, ,1558108204514, , , , ,3145728,7609, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,139,93,57407040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
