time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-16 17:58:07.770 UTC, ,125,3172237,1648,26224,160, ,6, ,56, , , , , , , , , ,6,6, , , ,2,4,6, ,20, , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21394309120,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558029307002, , , , ,3145728,2877, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28976480,-1, , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,32, , , , , , , , 
2019-05-16 17:58:43.343 UTC, ,125,3158773,952,12920, , ,3, ,20,3,0.15, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21394063360,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558029522726, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26550240,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-16 17:59:43.348 UTC, ,125,3172237,1648,26224,160, ,6, ,281, , , , , , , , , ,6,6, , , ,2,4,6, ,103, , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21394055168,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558029522726, , , , ,3145728,2877, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28375040,-1, , , , , , ,607, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33, ,331,91,12,1, , , , , , 
2019-05-16 18:06:50.930 UTC, ,125,3158901,1080,13048, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21393625088,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558030010125, , , , ,3145728,1266, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,27158464,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:05:54.168 UTC, ,125,3158773,952,12920, , ,3, ,21,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21181616128,-1,-1, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558069553034, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26550112,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:06:54.180 UTC, ,125,3164773,1312,18808,112, ,4, ,57, , , , , , , , , ,4,4, , , ,2,2,4, ,22, , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21043625984,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558069553034, , , , ,3145728,1931, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27158400,-1, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, ,27,11,6, , , , , , , 
2019-05-17 05:07:57.086 UTC, ,125,3158773,952,12920, , ,3, ,20,3,0.15, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21041336320,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558069675817, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26555352,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:08:58.051 UTC, ,125,3158901,1080,13048, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21042696192,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558069737011, , , , ,3145728,1266, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26880984,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:09:40.802 UTC, ,125,3158773,952,12920, , ,3, ,20,3,0.15, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21040836608,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558069780080, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26544024,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:15:46.115 UTC, ,125,3158901,1080,13048, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21045854208,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558070145357, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26887008,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:16:22.347 UTC, ,125,3158773,952,12920, , ,3, ,20,3,0.15, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21061582848,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558070181743, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,27145408,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 05:17:22.350 UTC, ,125,3172077,1648,26224, , ,6, ,55, , , , , , , , , ,6,6, , , ,2,4,6, ,22, , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21061152768,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558070181743, , , , ,3145728,2754, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27145408,-1, , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,28, , ,1, , , , , , 
2019-05-17 06:11:18.290 UTC, ,125,3158773,952,12920, , ,3, ,20,3,0.15, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,21037969408,51,51, , , , , ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1558073477514, , , , ,3145728,1218, , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,98681,26, , , , , , , , , , ,26683280,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 06:11:53.817 UTC, ,125,3163709,1184,17856, , ,4, ,97,4,0.04, , , , , , , ,4,4, ,46, ,2,2,6, ,34,9, , , , , , , , , , , , , ,4327,2,3347,3347,1, ,4,8,4375,21037703168,22,22, , , , , ,1,76, , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558073513209, , , , ,3145728,4327, , ,17,4,1,5,1,4,1, , ,3,2, , , ,17, ,2048,1, , , , ,104854,30,1097,1, , , , , , , , ,26742048,-1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 07:10:16.410 UTC, ,125,3160285,1184,14432, , ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21006962688,-1,-1, , , , , ,1,89, , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077015483, , , , ,3145728,4327, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100907,29, , , , , , , , , , ,26592128,-1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 07:11:16.412 UTC, ,125,3173677,1648,27488,336, ,6, ,777,1,0.00, , , , , , , ,6,6, , , ,2,4,6, ,276,1, , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21005922304,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077015483, , , , ,3145728,6810, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6176,4, , , , , , , , , , ,29633680,-1, , , , , , ,1775, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, ,1038,274,85,1, , , , , , 
2019-05-17 07:12:16.412 UTC, ,125,3173677,1648,27488,336, ,6, , , , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21005918208,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077015483, , , , ,3145728,6810, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30241904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 07:13:04.820 UTC, ,125,3160285,1184,14432, , ,3, ,27,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21005635584,22,22, , , , , ,1,89, , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077183763, , , , ,3145728,4327, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100907,29, , , , , , , , , , ,26600744,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-17 07:14:04.822 UTC, ,125,3173597,1648,27488,256, ,6, ,758,1,0.00, , , , , , , ,6,6, , , ,2,4,6, ,270,1, , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21009162240,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077183763, , , , ,3145728,7077, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6176,4, , , , , , , , , , ,29642512,-1, , , , , , ,1785, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,55, ,1056,265,81,1, , , , , , 
2019-05-17 07:14:46.681 UTC, ,125,3160285,1184,14432, , ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,22,10, , , , , , , , , , , , , ,4327,2, ,3347, , , , ,4375,21009096704,-1,-1, , , , , ,1,89, , , , , , , , , , , , , , , , , , , , , , , , , ,4375, ,1558077286044, , , , ,3145728,4327, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,100907,29, , , , , , , , , , ,25988080,-1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
